list_name,root_message_id,content_hash,model,prompt_version,ai_found,ai_analyzed,ai_authored,ai_tooling,mentioned_only,vendor,disclosure_form,confidence,rationale
pgsql-bugs,141051591267657@mail.yandex.ru,77f84779519b2e3d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1430556325.185731745.1731484846410.JavaMail.zimbra@meteo.fr,e966b56a2f94add8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,148fde845019499db7d14776f46b3ad4@Optiver.com,b40001f753b60e2b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1559355.1613153513@sss.pgh.pa.us,6682d65344366cd0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,155b60197f7844539ae86781c15e5e52@student.hpi.uni-potsdam.de,cd83f6bd515c90e0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1561481.1613156268@sss.pgh.pa.us,cecd89650c8b39f9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1591022345.482379838@f739.i.mail.ru,56bf3fb1593a66b6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,159974825441.1157.10552885337967378716.pgcf@coridan.postgresql.org,d2bcc7db0d96e952,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1603050466566-0.post@n3.nabble.com,7db89fb7e8d58ec8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1603845788861-0.post@n3.nabble.com,e31c380d2ba3b2d8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1605198256689-0.post@n3.nabble.com,c07021a506b2d926,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1611226508.618081743@f403.i.mail.ru,c077cdf69a6f5828,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1615015953.849822391@f335.i.mail.ru,3b52b9d4bf52cf99,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1617701405034-0.post@n3.nabble.com,83fccedd15effc03,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,161892c0-65fc-42a6-8af9-b098879decd4@nh2.me,87c429fda6298c2c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1619748245262-0.post@n3.nabble.com,9b3648a97c5dfd56,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,1619748991620-0.post@n3.nabble.com,c990794c986fb388,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16472-ab9037fa90ff70f3@postgresql.org,e0e3b235d9b349c0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16473-67e89233f1976610@postgresql.org,151d48c4b17b6c6d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16474-03a567470736cd26@postgresql.org,d5ca7f888cd1cf5e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16475-f647d375ecca97b1@postgresql.org,ebeb1112fd5f1d35,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16476-692ef7b84e5fb893@postgresql.org,5e3901bdf57c7e35,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16477-0bd8f31382d41155@postgresql.org,322741dd4b6deea0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16478-1d73a22a6c700408@postgresql.org,344184860cbc72d9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16479-024fba3eab3f3999@postgresql.org,8eefa3d7145eacb6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16480-93f1b351cf5b1ca8@postgresql.org,7116fa0276377715,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16481-8bbe054e7bc0cb3c@postgresql.org,710e1a8ab350beaa,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16482-ab7c89cb411e902e@postgresql.org,90d84dd632444475,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16483-8f89d951ea456839@postgresql.org,dd54d3c4b5bb7743,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16484-4d89e9cc11241996@postgresql.org,3edb1b89467b9ecf,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16485-f7b2dddca52ef2ae@postgresql.org,829830127aae9167,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16486-b9c93d71c02c4907@postgresql.org,40b01965153741f8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16487-c253609c5d095ff1@postgresql.org,fd9c07ef86d5a868,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16488-5e6d0d7e72e3b591@postgresql.org,af8b636b974d707e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16489-d3b890452bd13422@postgresql.org,6a80e7a727dbf3dd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16490-a38e24401adb2dfa@postgresql.org,11d36c85e983c418,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16491-5193a0b0f3a7e7e3@postgresql.org,11df66b327c43e99,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16492-2f002961054fd4a8@postgresql.org,b080c839e1a431c5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16493-deda54f2a5fd57b9@postgresql.org,2c0053db192f54d3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16494-5fdd8aea4ca35cb4@postgresql.org,7423c77f25c2aa37,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16495-8061919e3bd9eb9b@postgresql.org,292fb2883d8fe517,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16496-5d903928520d1ca9@postgresql.org,161e690254aa8aae,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16497-38bb1f1bcec44964@postgresql.org,dc40b2a503ea03f3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16498-4e2fce82c5d90d9c@postgresql.org,7d0a21e38c556714,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16499-261ce565bf7655d7@postgresql.org,80d674677cda9491,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16500-d1613f2a78e1e090@postgresql.org,99ae5c6df44a5708,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16501-5234a9a0394f6754@postgresql.org,cf260981b7333ef7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16502-57bd1c9f913ed1d1@postgresql.org,9a77cd1bb2314db9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16503-e2b8974fbaf360ee@postgresql.org,ed20df6d9f9917ca,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16504-d8c5d6beb38e8b6e@postgresql.org,6a2870a80c2554c8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16505-201e8f9d7734d3cd@postgresql.org,87daac0954ef35f5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16507-9f30407b2c52a573@postgresql.org,7492bdcb81303dc2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16508-1a63222835164566@postgresql.org,cab12925df6882ef,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16509-0a5150a189322054@postgresql.org,b9240d51eb9acfd5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16510-755ed3d371542beb@postgresql.org,2e2a72a127dbcdf8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16511-ca1a7368d7453b7b@postgresql.org,a9a9ef271cc4e8aa,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16512-edabb2cd446b9c51@postgresql.org,2e167752cff469a7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16513-ce9efed7145ab62a@postgresql.org,c3ee185d8369e14e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16514-3f214ab4550eb8fd@postgresql.org,20fd35bba0e4b6e1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16515-63b142ae53a9087e@postgresql.org,bfe3aacbf89b4c33,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16516-e34c03dd9e1866fd@postgresql.org,29b28c18e9aad740,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16517-db20030710e402fa@postgresql.org,40db7a085033279a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16518-69b115e91283e82e@postgresql.org,f707b4f144055c37,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16519-9ef04828d058a319@postgresql.org,be6e5e8743f95fd0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16520-e4e105305f3d0c4a@postgresql.org,726f6c579eaa5624,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16521-e1ea71bb200b6bb3@postgresql.org,09eefa3292b3934d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16522-eae802f447125251@postgresql.org,3298973e27c0080c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16523-54d643065961bc4d@postgresql.org,5b5e88de58fbd97c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16524-0f0a68c20cefae03@postgresql.org,a3b490c555c48088,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16525-f1086078d5b0cb96@postgresql.org,dbe6e4091662349b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16526-279ded30a230d275@postgresql.org,e21b89d0283857a5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16527-ef7606186f0610a1@postgresql.org,3a8b7a88fc6c95e1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16528-8ddc2c3ee591a2bb@postgresql.org,a3e1398cacb84657,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16529-b8e6dd7d78b4d943@postgresql.org,f02647dc33b4f118,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16530-6ae152e7682694fa@postgresql.org,f7dd26a7ad3ee681,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16531-cc8c86ac52fbf7fc@postgresql.org,99e579ca2a8d8112,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16532-7af8906090a4625d@postgresql.org,651c0df52c4337bd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16533-a10051f0f1d8d72f@postgresql.org,16ffd1662b07849e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16534-69f25077c45f34a5@postgresql.org,769a63f15da1935e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,165342c0-0c75-461e-b334-b997639ad48d@aphyr.com,43a2ded3c730d6bb,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16535-1c787deac801adff@postgresql.org,fb14d421fc60bc79,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16536-2213ee0b3aad41fd@postgresql.org,a56363612b087523,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16537-46c4c7484e5d6b42@postgresql.org,17723e88cb16694d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16539-003b63881562fece@postgresql.org,6d142d4c1e5b3524,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16540-260c70662eaf5851@postgresql.org,3a7510cacad319c5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16541-a25b18cd757496dc@postgresql.org,89e1f4354365d68f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16542-010dff36b8dd16b7@postgresql.org,7abd07e3b7dff996,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16543-b3f8a7880f41ee3c@postgresql.org,c5bd672236027967,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16544-e3b4bf68c80321d1@postgresql.org,615be08c80e27f09,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
pgsql-bugs,16545-affff840bc4e72ca@postgresql.org,c069f70f0a622fc7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
